[2025-11-20T12:20:22.792Z] [INFO] AppBuilder prototype running on http://localhost:3000
[2025-11-20T13:38:14.940Z] [INFO] GET /site/demo/index.html -> 304 487ms
[2025-11-20T13:38:15.002Z] [INFO] GET /api/sites/demo/data -> 304 511ms
[2025-11-20T13:38:21.323Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T13:38:21.410Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 0ms
[2025-11-20T13:38:21.438Z] [INFO] GET /admin-static/style.css -> 304 4ms
[2025-11-20T13:38:21.455Z] [INFO] GET /admin-static/utils.js -> 304 8ms
[2025-11-20T13:38:21.463Z] [INFO] GET /admin-static/app.js -> 304 11ms
[2025-11-20T13:38:21.787Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T13:38:21.955Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T13:38:22.676Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T13:38:22.751Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 5ms
[2025-11-20T13:38:22.844Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T13:38:23.625Z] [INFO] GET /site/demo/index.html -> 304 788ms
[2025-11-20T13:38:23.835Z] [INFO] GET /api/sites/demo/data -> 304 739ms
[2025-11-20T13:40:08.958Z] [INFO] GET /admin -> 304 3ms
[2025-11-20T13:40:09.092Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 5ms
[2025-11-20T13:40:09.141Z] [INFO] GET /admin-static/style.css -> 200 20ms
[2025-11-20T13:40:09.198Z] [INFO] GET /admin-static/utils.js -> 304 10ms
[2025-11-20T13:40:09.226Z] [INFO] GET /admin-static/app.js -> 304 35ms
[2025-11-20T13:40:09.940Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T13:40:10.746Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T13:40:10.930Z] [INFO] GET /api/sites/demo/pages -> 304 5ms
[2025-11-20T13:40:11.009Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 3ms
[2025-11-20T13:40:11.389Z] [INFO] GET /site/demo/ -> 200 474ms
[2025-11-20T13:40:11.472Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T13:40:11.653Z] [INFO] GET /site/demo/index.html -> 304 186ms
[2025-11-20T13:40:11.914Z] [INFO] GET /api/sites/demo/data -> 304 428ms
[2025-11-20T13:42:09.391Z] [INFO] GET /admin -> 200 27ms
[2025-11-20T13:42:09.531Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 6ms
[2025-11-20T13:42:09.721Z] [INFO] GET /admin-static/utils.js -> 304 37ms
[2025-11-20T13:42:09.800Z] [INFO] GET /admin-static/app.js -> 304 20ms
[2025-11-20T13:42:09.813Z] [INFO] GET /admin-static/style.css -> 200 102ms
[2025-11-20T13:42:10.153Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T13:42:11.166Z] [INFO] GET /api/sites/demo -> 304 11ms
[2025-11-20T13:42:11.557Z] [INFO] GET /api/sites/demo/pages -> 304 7ms
[2025-11-20T13:42:11.703Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 30ms
[2025-11-20T13:42:11.774Z] [INFO] GET /api/sites/demo/tree -> 304 3ms
[2025-11-20T13:42:12.216Z] [INFO] GET /site/demo/index.html -> 304 465ms
[2025-11-20T13:42:12.225Z] [INFO] GET /api/sites/demo/data -> 304 430ms
[2025-11-20T13:44:42.885Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T13:44:43.200Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 2ms
[2025-11-20T13:44:43.282Z] [INFO] GET /admin-static/utils.js -> 304 15ms
[2025-11-20T13:44:43.323Z] [INFO] GET /admin-static/style.css -> 200 69ms
[2025-11-20T13:44:43.335Z] [INFO] GET /admin-static/app.js -> 200 67ms
[2025-11-20T13:44:43.941Z] [INFO] AppBuilder: injected high-contrast CSS into preview iframe
[2025-11-20T13:44:43.953Z] [INFO] POST /api/logs -> 200 12ms
[2025-11-20T13:44:44.023Z] [INFO] GET /api/sites -> 304 21ms
[2025-11-20T13:44:45.416Z] [INFO] GET /api/sites/demo -> 304 3ms
[2025-11-20T13:44:45.624Z] [INFO] GET /api/sites/demo/pages -> 304 4ms
[2025-11-20T13:44:45.647Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 2ms
[2025-11-20T13:44:45.714Z] [INFO] GET /api/sites/demo/tree -> 304 4ms
[2025-11-20T13:44:46.223Z] [INFO] GET /api/sites/demo/data -> 304 486ms
[2025-11-20T13:44:46.260Z] [INFO] GET /site/demo/index.html -> 304 562ms
[2025-11-20T13:44:47.122Z] [INFO] AppBuilder: injected high-contrast CSS into preview iframe
[2025-11-20T13:44:47.139Z] [INFO] POST /api/logs -> 200 17ms
[2025-11-20T13:45:53.346Z] [INFO] GET /admin -> 304 6ms
[2025-11-20T13:45:53.483Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 4ms
[2025-11-20T13:45:53.573Z] [INFO] GET /admin-static/style.css -> 304 61ms
[2025-11-20T13:45:53.582Z] [INFO] GET /admin-static/utils.js -> 304 3ms
[2025-11-20T13:45:53.625Z] [INFO] GET /admin-static/app.js -> 200 45ms
[2025-11-20T13:45:54.013Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T13:45:55.208Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T13:45:55.434Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T13:45:55.543Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 21ms
[2025-11-20T13:45:55.573Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T13:45:56.030Z] [INFO] GET /api/sites/demo/data -> 304 429ms
[2025-11-20T13:45:56.034Z] [INFO] GET /site/demo/index.html -> 304 469ms
[2025-11-20T13:46:07.730Z] [INFO] GET /admin -> 200 2ms
[2025-11-20T13:46:07.810Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T13:46:07.829Z] [INFO] GET /admin-static/style.css -> 200 4ms
[2025-11-20T13:46:07.842Z] [INFO] GET /admin-static/utils.js -> 200 17ms
[2025-11-20T13:46:07.850Z] [INFO] GET /admin-static/app.js -> 200 24ms
[2025-11-20T13:46:08.467Z] [INFO] GET /api/sites -> 200 1ms
[2025-11-20T13:46:08.474Z] [INFO] GET /api/sites -> 200 1ms
[2025-11-20T13:46:09.221Z] [INFO] GET /api/sites/demo -> 200 1ms
[2025-11-20T13:46:09.225Z] [INFO] GET /api/sites/demo -> 200 1ms
[2025-11-20T13:46:09.378Z] [INFO] GET /api/sites/demo/pages -> 200 2ms
[2025-11-20T13:46:09.389Z] [INFO] GET /favicon.ico -> 404 2ms
[2025-11-20T13:46:09.400Z] [INFO] GET /api/sites/demo/pages -> 304 5ms
[2025-11-20T13:46:09.411Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 200 1ms
[2025-11-20T13:46:09.454Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T13:46:09.467Z] [INFO] GET /api/sites/demo/tree -> 200 6ms
[2025-11-20T13:46:09.487Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T13:46:09.951Z] [INFO] GET /site/demo/index.html -> 200 471ms
[2025-11-20T13:46:10.290Z] [INFO] GET /api/sites/demo/data -> 200 273ms
[2025-11-20T13:46:10.478Z] [INFO] GET /api/sites/demo/data -> 304 186ms
[2025-11-20T13:46:21.268Z] [INFO] GET /admin -> 304 2ms
[2025-11-20T13:46:21.363Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 2ms
[2025-11-20T13:46:21.380Z] [INFO] GET /admin-static/style.css -> 304 1ms
[2025-11-20T13:46:21.388Z] [INFO] GET /admin-static/utils.js -> 304 4ms
[2025-11-20T13:46:21.396Z] [INFO] GET /admin-static/app.js -> 200 9ms
[2025-11-20T13:46:21.800Z] [INFO] GET /api/sites -> 304 1ms
[2025-11-20T13:46:21.804Z] [INFO] GET /api/sites -> 304 1ms
[2025-11-20T13:46:22.383Z] [INFO] GET /api/sites/demo -> 304 2ms
[2025-11-20T13:46:22.393Z] [INFO] GET /api/sites/demo -> 304 3ms
[2025-11-20T13:46:22.516Z] [INFO] GET /api/sites/demo/pages -> 304 1ms
[2025-11-20T13:46:22.539Z] [INFO] GET /api/sites/demo/pages -> 304 7ms
[2025-11-20T13:46:22.547Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T13:46:22.588Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T13:46:22.626Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T13:46:22.643Z] [INFO] GET /api/sites/demo/tree -> 304 3ms
[2025-11-20T13:46:23.038Z] [INFO] GET /site/demo/index.html -> 200 406ms
[2025-11-20T13:46:23.317Z] [INFO] GET /api/sites/demo/data -> 304 453ms
[2025-11-20T13:46:23.609Z] [INFO] GET /api/sites/demo/data -> 304 290ms
[2025-11-20T13:47:27.874Z] [INFO] GET /admin -> 200 4ms
[2025-11-20T13:47:28.002Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T13:47:28.047Z] [INFO] GET /admin-static/style.css -> 200 11ms
[2025-11-20T13:47:28.108Z] [INFO] GET /admin-static/utils.js -> 304 16ms
[2025-11-20T13:47:28.120Z] [INFO] GET /admin-static/app.js -> 304 23ms
[2025-11-20T13:47:28.481Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T13:47:28.486Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T13:47:29.397Z] [INFO] GET /api/sites/demo -> 304 2ms
[2025-11-20T13:47:29.429Z] [INFO] GET /api/sites/demo -> 304 19ms
[2025-11-20T13:47:29.676Z] [INFO] GET /api/sites/demo/pages -> 304 3ms
[2025-11-20T13:47:29.724Z] [INFO] GET /api/sites/demo/pages -> 304 14ms
[2025-11-20T13:47:29.762Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 6ms
[2025-11-20T13:47:29.771Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T13:47:29.796Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T13:47:29.822Z] [INFO] GET /api/sites/demo/tree -> 304 3ms
[2025-11-20T13:47:30.206Z] [INFO] GET /site/demo/index.html -> 200 395ms
[2025-11-20T13:47:30.211Z] [INFO] GET /api/sites/demo/data -> 304 375ms
[2025-11-20T13:47:30.411Z] [INFO] GET /api/sites/demo/data -> 304 197ms
[2025-11-20T13:48:01.774Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T13:48:01.891Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 2ms
[2025-11-20T13:48:01.942Z] [INFO] GET /admin-static/utils.js -> 304 36ms
[2025-11-20T13:48:01.954Z] [INFO] GET /admin-static/app.js -> 304 47ms
[2025-11-20T13:48:01.984Z] [INFO] GET /admin-static/style.css -> 304 79ms
[2025-11-20T13:48:02.302Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T13:48:02.316Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T13:48:02.415Z] [INFO] GET /api/sites/demo -> 304 2ms
[2025-11-20T13:48:03.048Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T13:48:03.150Z] [INFO] GET /api/sites/demo/pages -> 304 1ms
[2025-11-20T13:48:03.205Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T13:48:03.211Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 2ms
[2025-11-20T13:48:03.254Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T13:48:03.296Z] [INFO] GET /api/sites/demo/tree -> 304 3ms
[2025-11-20T13:48:03.310Z] [INFO] GET /api/sites/demo/tree -> 304 3ms
[2025-11-20T13:48:03.675Z] [INFO] GET /site/demo/index.html -> 200 373ms
[2025-11-20T13:48:03.729Z] [INFO] GET /api/sites/demo/data -> 304 411ms
[2025-11-20T13:48:03.960Z] [INFO] GET /api/sites/demo/data -> 304 229ms
[2025-11-20T13:48:43.986Z] [INFO] POST /api/sites/demo/pages/save -> 200 3ms
[2025-11-20T13:48:44.471Z] [INFO] GET /site/demo/index.html?t=1763646523989 -> 200 474ms
[2025-11-20T13:48:55.868Z] [INFO] GET /site/demo/index.html -> 200 449ms
[2025-11-20T13:49:35.169Z] [INFO] POST /api/sites/demo/pages/save -> 200 3ms
[2025-11-20T13:49:35.651Z] [INFO] GET /site/demo/index.html?t=1763646575171 -> 200 475ms
[2025-11-20T13:49:51.893Z] [INFO] POST /api/sites/demo/pages/save -> 200 3ms
[2025-11-20T13:49:52.290Z] [INFO] GET /site/demo/index.html?t=1763646591896 -> 200 386ms
[2025-11-20T13:51:28.883Z] [INFO] GET /admin -> 304 3ms
[2025-11-20T13:51:29.014Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 2ms
[2025-11-20T13:51:29.070Z] [INFO] GET /admin-static/style.css -> 304 9ms
[2025-11-20T13:51:29.087Z] [INFO] GET /admin-static/utils.js -> 304 26ms
[2025-11-20T13:51:29.118Z] [INFO] GET /admin-static/app.js -> 200 52ms
[2025-11-20T13:51:29.457Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T13:51:30.226Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T13:51:30.367Z] [INFO] GET /api/sites/demo/pages -> 304 1ms
[2025-11-20T13:51:30.408Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 200 4ms
[2025-11-20T13:51:30.499Z] [INFO] GET /api/sites/demo/tree -> 304 8ms
[2025-11-20T13:51:31.124Z] [INFO] GET /site/demo/index.html -> 200 663ms
[2025-11-20T13:51:31.635Z] [INFO] GET /api/sites/demo/data -> 304 862ms
[2025-11-20T13:55:22.210Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T13:55:22.321Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 2ms
[2025-11-20T13:55:22.401Z] [INFO] GET /admin-static/utils.js -> 304 34ms
[2025-11-20T13:55:22.418Z] [INFO] GET /admin-static/style.css -> 200 77ms
[2025-11-20T13:55:22.427Z] [INFO] GET /admin-static/app.js -> 200 31ms
[2025-11-20T13:55:22.718Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T13:55:23.473Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T13:55:23.592Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T13:55:23.626Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T13:55:23.670Z] [INFO] GET /api/sites/demo/tree -> 304 3ms
[2025-11-20T13:55:24.116Z] [INFO] GET /site/demo/index.html -> 304 459ms
[2025-11-20T13:55:24.317Z] [INFO] GET /api/sites/demo/data -> 304 414ms
[2025-11-20T13:57:05.327Z] [INFO] GET /admin -> 304 0ms
[2025-11-20T13:57:05.428Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 2ms
[2025-11-20T13:57:05.445Z] [INFO] GET /admin-static/style.css -> 200 3ms
[2025-11-20T13:57:05.477Z] [INFO] GET /admin-static/utils.js -> 304 1ms
[2025-11-20T13:57:05.500Z] [INFO] GET /admin-static/app.js -> 304 23ms
[2025-11-20T13:57:05.851Z] [INFO] GET /api/sites -> 304 1ms
[2025-11-20T13:57:06.536Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T13:57:06.701Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T13:57:06.746Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 5ms
[2025-11-20T13:57:06.778Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T13:57:07.253Z] [INFO] GET /site/demo/index.html -> 304 482ms
[2025-11-20T13:57:07.470Z] [INFO] GET /api/sites/demo/data -> 304 455ms
[2025-11-20T13:59:00.468Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T13:59:00.541Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T13:59:00.558Z] [INFO] GET /admin-static/style.css -> 200 2ms
[2025-11-20T13:59:00.565Z] [INFO] GET /admin-static/utils.js -> 304 1ms
[2025-11-20T13:59:00.569Z] [INFO] GET /admin-static/app.js -> 304 1ms
[2025-11-20T13:59:00.900Z] [INFO] GET /api/sites -> 304 1ms
[2025-11-20T13:59:01.591Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T13:59:01.712Z] [INFO] GET /api/sites/demo/pages -> 304 1ms
[2025-11-20T13:59:01.754Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T13:59:02.031Z] [INFO] GET /api/sites/demo/tree -> 304 3ms
[2025-11-20T13:59:02.445Z] [INFO] GET /site/demo/index.html -> 304 422ms
[2025-11-20T13:59:02.572Z] [INFO] GET /api/sites/demo/data -> 304 514ms
[2025-11-20T14:02:28.000Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T14:02:28.095Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:02:28.102Z] [INFO] GET /admin-static/style.css -> 200 9ms
[2025-11-20T14:02:28.124Z] [INFO] GET /admin-static/utils.js -> 304 3ms
[2025-11-20T14:02:28.127Z] [INFO] GET /admin-static/app.js -> 304 4ms
[2025-11-20T14:02:28.574Z] [INFO] GET /api/sites -> 304 1ms
[2025-11-20T14:02:29.225Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:02:29.349Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T14:02:29.387Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T14:02:29.421Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T14:02:30.053Z] [INFO] GET /site/demo/index.html -> 304 642ms
[2025-11-20T14:02:30.205Z] [INFO] GET /api/sites/demo/data -> 304 542ms
[2025-11-20T14:03:36.390Z] [INFO] GET /admin -> 200 5ms
[2025-11-20T14:03:36.607Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:03:36.723Z] [INFO] GET /admin-static/style.css -> 200 99ms
[2025-11-20T14:03:36.742Z] [INFO] GET /admin-static/utils.js -> 304 111ms
[2025-11-20T14:03:36.779Z] [INFO] GET /admin-static/app.js -> 304 145ms
[2025-11-20T14:03:37.101Z] [INFO] GET /api/sites -> 304 4ms
[2025-11-20T14:03:37.216Z] [INFO] GET /api/sites/demo -> 304 2ms
[2025-11-20T14:03:38.392Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T14:03:38.453Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 2ms
[2025-11-20T14:03:38.545Z] [INFO] GET /api/sites/demo/tree -> 304 3ms
[2025-11-20T14:03:38.975Z] [INFO] GET /site/demo/index.html -> 304 440ms
[2025-11-20T14:03:39.090Z] [INFO] GET /api/sites/demo/data -> 304 196ms
[2025-11-20T14:03:51.340Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T14:03:51.435Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:03:51.469Z] [INFO] GET /admin-static/utils.js -> 304 5ms
[2025-11-20T14:03:51.490Z] [INFO] GET /admin-static/style.css -> 200 29ms
[2025-11-20T14:03:51.506Z] [INFO] GET /admin-static/app.js -> 304 5ms
[2025-11-20T14:03:51.954Z] [INFO] GET /api/sites -> 304 5ms
[2025-11-20T14:03:52.054Z] [INFO] GET /api/sites/demo -> 304 2ms
[2025-11-20T14:03:52.906Z] [INFO] GET /api/sites/demo/pages -> 304 1ms
[2025-11-20T14:03:52.962Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 2ms
[2025-11-20T14:03:53.021Z] [INFO] GET /api/sites/demo/tree -> 304 3ms
[2025-11-20T14:03:53.423Z] [INFO] GET /api/sites/demo/data -> 304 348ms
[2025-11-20T14:03:53.427Z] [INFO] GET /site/demo/index.html -> 304 417ms
[2025-11-20T14:04:17.631Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T14:04:17.698Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 0ms
[2025-11-20T14:04:17.715Z] [INFO] GET /admin-static/style.css -> 200 2ms
[2025-11-20T14:04:17.720Z] [INFO] GET /admin-static/utils.js -> 304 1ms
[2025-11-20T14:04:17.722Z] [INFO] GET /admin-static/app.js -> 304 3ms
[2025-11-20T14:04:18.043Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T14:04:18.132Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:04:18.787Z] [INFO] GET /api/sites/demo/pages -> 304 1ms
[2025-11-20T14:04:18.819Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 2ms
[2025-11-20T14:04:18.878Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T14:04:19.282Z] [INFO] GET /site/demo/index.html -> 304 410ms
[2025-11-20T14:04:19.501Z] [INFO] GET /api/sites/demo/data -> 304 403ms
[2025-11-20T14:04:27.336Z] [INFO] GET /admin -> 304 0ms
[2025-11-20T14:04:27.434Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:04:27.460Z] [INFO] GET /admin-static/style.css -> 200 11ms
[2025-11-20T14:04:27.470Z] [INFO] GET /admin-static/utils.js -> 304 2ms
[2025-11-20T14:04:27.497Z] [INFO] GET /admin-static/app.js -> 304 9ms
[2025-11-20T14:04:27.850Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T14:04:28.691Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:04:28.856Z] [INFO] GET /api/sites/demo/pages -> 304 7ms
[2025-11-20T14:04:28.877Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 4ms
[2025-11-20T14:04:28.941Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T14:04:29.403Z] [INFO] GET /site/demo/index.html -> 304 471ms
[2025-11-20T14:04:29.473Z] [INFO] GET /api/sites/demo/data -> 304 519ms
[2025-11-20T14:07:07.193Z] [INFO] GET /admin -> 200 2ms
[2025-11-20T14:07:07.306Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 2ms
[2025-11-20T14:07:07.333Z] [INFO] GET /admin-static/style.css -> 304 2ms
[2025-11-20T14:07:07.361Z] [INFO] GET /admin-static/utils.js -> 304 8ms
[2025-11-20T14:07:07.436Z] [INFO] GET /admin-static/app.js -> 200 37ms
[2025-11-20T14:07:07.916Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T14:07:08.019Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:07:09.048Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T14:07:09.097Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 3ms
[2025-11-20T14:07:09.197Z] [INFO] GET /api/sites/demo/tree -> 304 5ms
[2025-11-20T14:07:09.617Z] [INFO] GET /site/demo/index.html -> 304 440ms
[2025-11-20T14:07:09.927Z] [INFO] GET /api/sites/demo/data -> 304 474ms
[2025-11-20T14:08:08.986Z] [INFO] GET /admin -> 200 5ms
[2025-11-20T14:08:09.097Z] [INFO] GET /admin-static/style.css -> 304 2ms
[2025-11-20T14:08:09.109Z] [INFO] GET /admin-static/utils.js -> 304 2ms
[2025-11-20T14:08:09.119Z] [INFO] GET /admin-static/app.js -> 304 6ms
[2025-11-20T14:08:09.431Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T14:08:10.005Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:08:10.115Z] [INFO] GET /api/sites/demo/pages -> 304 3ms
[2025-11-20T14:08:10.148Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T14:08:10.187Z] [INFO] GET /api/sites/demo/tree -> 304 6ms
[2025-11-20T14:08:10.650Z] [INFO] GET /site/demo/index.html -> 304 478ms
[2025-11-20T14:08:10.846Z] [INFO] GET /api/sites/demo/data -> 304 470ms
[2025-11-20T14:08:24.109Z] [INFO] GET /admin -> 200 1ms
[2025-11-20T14:08:24.170Z] [INFO] GET /admin-static/style.css -> 304 1ms
[2025-11-20T14:08:24.173Z] [INFO] GET /admin-static/utils.js -> 304 1ms
[2025-11-20T14:08:24.180Z] [INFO] GET /admin-static/app.js -> 200 3ms
[2025-11-20T14:08:24.310Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T14:08:24.417Z] [INFO] GET /api/sites/demo -> 304 0ms
[2025-11-20T14:08:24.477Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T14:08:24.504Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T14:08:24.524Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T14:08:24.936Z] [INFO] GET /site/demo/index.html -> 304 421ms
[2025-11-20T14:08:25.091Z] [INFO] GET /api/sites/demo/data -> 304 421ms
[2025-11-20T14:08:41.752Z] [INFO] GET /admin -> 200 1ms
[2025-11-20T14:08:41.829Z] [INFO] GET /admin-static/style.css -> 304 1ms
[2025-11-20T14:08:41.836Z] [INFO] GET /admin-static/utils.js -> 304 4ms
[2025-11-20T14:08:41.847Z] [INFO] GET /admin-static/app.js -> 304 3ms
[2025-11-20T14:08:42.009Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T14:08:42.052Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:08:42.252Z] [INFO] GET /api/sites/demo/pages -> 304 1ms
[2025-11-20T14:08:42.267Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 2ms
[2025-11-20T14:08:42.291Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T14:08:42.826Z] [INFO] GET /api/sites/demo/data -> 304 523ms
[2025-11-20T14:08:42.922Z] [INFO] GET /site/demo/index.html -> 304 638ms
[2025-11-20T14:09:51.502Z] [INFO] GET /api/sites/demo/pages/content?path=pp.html -> 200 1ms
[2025-11-20T14:09:52.008Z] [INFO] GET /site/demo/pp.html -> 200 496ms
[2025-11-20T14:10:33.774Z] [INFO] POST /api/sites/demo/pages/save -> 200 2ms
[2025-11-20T14:10:34.240Z] [INFO] GET /site/demo/pp.html?t=1763647833776 -> 200 458ms
[2025-11-20T14:11:27.820Z] [INFO] GET /admin -> 304 7ms
[2025-11-20T14:11:27.939Z] [INFO] GET /admin-static/style.css -> 200 13ms
[2025-11-20T14:11:27.961Z] [INFO] GET /admin-static/utils.js -> 304 8ms
[2025-11-20T14:11:28.000Z] [INFO] GET /admin-static/app.js -> 200 42ms
[2025-11-20T14:11:28.381Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T14:11:28.723Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:11:28.782Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T14:11:28.839Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 8ms
[2025-11-20T14:11:28.888Z] [INFO] GET /api/sites/demo/tree -> 304 1ms
